,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,행정동명,경도,위도
90627,안강병원,의료,병원,내과/외과,역삼2동,127.0449614,37.49708241
90648,리봄한방병원,의료,병원,한방병원,논현2동,127.0400568,37.51623513
90724,점프셈교실,의료,병원,일반병원,역삼1동,127.0356409,37.5016201
90788,성베드로병원,의료,병원,종합병원,도곡1동,127.0395669,37.48560426
90897,비엘에스의원,의료,병원,내과/외과,청담동,127.0438938,37.52492537
90990,스마일존치과의원,의료,병원,치과의원,역삼1동,127.0310437,37.49941093
91025,연성당한의원,의료,병원,한의원,삼성2동,127.0498982,37.5117824
91032,연세맑은뇌정신건강의학과의원,의료,병원,내과/외과,대치4동,127.0531909,37.49736491
91052,골드해피미래의원,의료,병원,내과/외과,논현2동,127.0330896,37.5100241
91054,라운드의원,의료,병원,내과/외과,역삼1동,127.0280225,37.49865626
91079,2D치과,의료,병원,치과의원,역삼1동,127.0250422,37.50433538
91252,마이퀸의원,의료,병원,내과/외과,청담동,127.0404702,37.52370821
